	CTL_1	CTL_2	CTL_3	CTL_4	epm2a_1	epm2a_2	epm2a_3	epm2b_1	epm2b_2	epm2b_3	epm2b_4
ENSMUSG00000061171	13	21	16	12	19	16	10	12	12	10	12
ENSMUSG00000099184	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088197	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057182	1031	1080	896	911	854	1006	848	670	749	825	739
ENSMUSG00000086701	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075318	4865	5565	4940	5171	4363	5019	4698	3390	4035	4423	4035
ENSMUSG00000118566	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044647	1642	1737	1524	1598	1569	1627	1549	1088	1388	1413	1307
ENSMUSG00000052865	1	3	1	2	3	3	4	2	1	5	3
ENSMUSG00000085160	2	0	0	0	1	1	0	0	2	1	3
ENSMUSG00000026994	13	14	23	16	23	17	18	11	13	28	16
ENSMUSG00000100197	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000080728	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034848	290	310	244	263	252	295	282	195	237	266	245
ENSMUSG00000086671	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000064329	3779	3913	3838	4006	3490	3833	3817	2588	2989	3244	3018
ENSMUSG00000085386	12	19	10	10	14	24	6	8	12	14	14
ENSMUSG00000087301	99	97	73	79	85	91	93	66	74	107	76
ENSMUSG00000080855	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075316	118	139	119	104	91	121	119	53	95	114	70
ENSMUSG00000081307	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088994	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034810	114	146	116	123	134	112	110	84	119	90	107
ENSMUSG00000081973	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082218	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086908	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027022	0	3	2	5	1	4	3	2	2	2	1
ENSMUSG00000087043	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096240	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088043	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087467	15	14	19	15	15	16	29	23	19	16	26
ENSMUSG00000034780	693	881	766	797	727	831	734	560	625	801	632
ENSMUSG00000098299	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097067	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083910	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000081299	1	0	1	0	1	0	0	0	1	0	0
ENSMUSG00000098734	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104398	1	1	0	1	3	2	0	0	1	2	0
ENSMUSG00000081257	0	0	0	0	0	0	1	1	0	1	0
ENSMUSG00000027030	1165	1305	1147	1161	1130	1180	1292	980	1112	1182	1219
ENSMUSG00000085182	1	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000088365	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075312	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116244	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000115996	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115973	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053896	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000079324	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109667	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082836	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000027035	1018	1019	843	869	904	997	1009	677	853	856	859
ENSMUSG00000103233	0	2	1	0	0	0	0	1	0	1	1
ENSMUSG00000103747	0	0	0	2	0	1	0	0	0	0	0
ENSMUSG00000103734	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104262	1	1	2	0	1	0	0	1	1	0	1
ENSMUSG00000103546	3	0	1	1	1	1	0	0	2	2	2
ENSMUSG00000102662	1	2	1	1	0	4	2	1	5	0	4
ENSMUSG00000034738	39	36	31	32	69	45	76	29	48	29	53
ENSMUSG00000005233	6	7	4	7	10	11	11	5	3	7	10
ENSMUSG00000005232	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027048	1	4	1	0	0	1	2	0	3	1	1
ENSMUSG00000086819	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083592	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027068	0	3	0	2	3	3	5	0	6	3	6
ENSMUSG00000027070	23	27	16	31	16	12	27	19	14	19	20
ENSMUSG00000063145	264	268	243	207	218	254	259	200	262	260	257
ENSMUSG00000075307	9	3	3	3	2	4	4	3	6	1	2
ENSMUSG00000027086	225	223	189	198	191	202	217	138	171	197	197
ENSMUSG00000042133	1428	1560	1406	1298	1311	1459	1320	1003	1278	1329	1131
ENSMUSG00000082345	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070883	34	62	47	46	43	51	42	55	51	48	47
ENSMUSG00000083007	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027088	469	510	468	490	465	509	534	322	488	487	462
ENSMUSG00000081857	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042155	861	942	886	804	760	819	845	720	789	929	837
ENSMUSG00000068882	2098	2354	2021	2094	1918	2152	2167	1725	2151	2166	2056
ENSMUSG00000051730	111	132	114	125	117	123	122	90	124	124	112
ENSMUSG00000089902	3	2	3	0	2	2	2	5	0	3	2
ENSMUSG00000085735	7	4	5	4	9	5	8	9	8	9	4
ENSMUSG00000044308	3413	3836	3317	3351	2974	3288	3102	2453	3033	3163	2994
ENSMUSG00000086132	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042064	38	32	34	32	30	30	25	20	31	34	21
ENSMUSG00000047965	1	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000075304	4	7	5	5	9	5	13	7	4	6	10
ENSMUSG00000087264	3	1	5	0	1	2	3	5	6	4	9
ENSMUSG00000086515	2	2	1	2	1	5	2	1	1	2	4
ENSMUSG00000075302	19	21	12	23	6	14	9	10	11	19	18
ENSMUSG00000104076	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070880	8738	8423	7044	7361	7604	8663	8369	5895	6437	7471	7024
ENSMUSG00000086699	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097025	0	0	2	1	0	0	1	1	1	6	3
ENSMUSG00000014959	1124	1029	952	969	975	1058	1245	910	1003	1081	990
ENSMUSG00000041997	1282	1344	1249	1165	1290	1338	1401	1027	1219	1316	1266
ENSMUSG00000082303	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085868	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041975	196	192	157	186	170	203	182	151	171	189	156
ENSMUSG00000041966	269	312	272	253	208	296	221	191	242	240	244
ENSMUSG00000027015	54	37	38	31	73	98	88	72	56	74	71
ENSMUSG00000027012	2538	2480	2192	2270	2199	2422	2577	1975	2341	2393	2306
ENSMUSG00000027010	2470	2430	2235	2334	2094	2350	2470	1713	1905	2093	2114
ENSMUSG00000082190	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027018	339	359	306	293	310	351	331	223	330	295	348
ENSMUSG00000086846	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087789	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041921	599	523	473	458	421	550	552	435	510	516	504
ENSMUSG00000088066	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000084946	71	88	60	67	64	73	82	45	55	78	47
ENSMUSG00000041911	473	471	388	394	453	490	530	329	346	484	414
ENSMUSG00000023391	79	82	57	62	78	82	84	55	78	90	75
ENSMUSG00000064263	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000087570	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027111	343	360	328	331	394	454	435	331	417	373	439
ENSMUSG00000086641	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084794	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081878	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006494	968	896	833	783	772	892	870	718	827	846	876
ENSMUSG00000087345	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049044	5602	5575	5535	5157	5674	5574	6476	5110	5955	6076	5585
ENSMUSG00000088297	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085439	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085001	2	1	4	0	0	0	2	1	1	1	3
ENSMUSG00000086231	2	1	1	1	3	0	0	0	1	2	0
ENSMUSG00000004085	129	134	127	124	150	162	136	85	106	111	126
ENSMUSG00000088302	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084261	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055612	38	37	48	39	28	47	44	40	47	45	40
ENSMUSG00000081538	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080865	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083279	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081957	1	1	0	1	1	0	0	0	0	0	1
ENSMUSG00000085252	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085427	6	1	3	2	5	3	3	5	2	2	3
ENSMUSG00000027109	969	1145	969	1007	912	1038	955	743	1002	956	912
ENSMUSG00000092851	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000084213	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079286	0	0	0	0	0	1	1	0	0	1	0
ENSMUSG00000063714	72	72	60	48	47	60	84	52	57	55	74
ENSMUSG00000027108	1254	1296	1167	1122	1154	1192	1239	1034	1155	1220	1220
ENSMUSG00000082455	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083569	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083976	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068859	106	125	95	104	115	111	133	77	90	92	99
ENSMUSG00000041777	160	150	159	122	158	153	159	130	140	133	168
ENSMUSG00000008226	691	805	640	703	653	684	669	568	713	667	660
ENSMUSG00000041762	1038	953	827	859	899	909	938	681	838	870	846
ENSMUSG00000085519	1	1	0	0	2	1	0	0	0	1	0
ENSMUSG00000086546	1	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000087176	2	8	2	3	3	2	4	2	2	2	3
ENSMUSG00000085768	4	3	1	5	0	2	2	4	0	2	1
ENSMUSG00000075284	221	217	195	187	274	267	320	239	286	266	263
ENSMUSG00000086069	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027107	5	5	2	4	8	2	3	7	6	0	4
ENSMUSG00000086382	13	8	6	7	8	12	9	6	10	4	5
ENSMUSG00000086544	5	5	3	8	7	5	2	2	11	4	6
ENSMUSG00000056486	10986	10195	9636	10773	9774	10164	10906	8243	9767	10089	9411
ENSMUSG00000085838	18	9	9	6	9	8	4	8	4	11	6
ENSMUSG00000081062	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027104	1687	1764	1627	1584	1503	1625	1763	1134	1500	1536	1406
ENSMUSG00000099302	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018770	3278	2740	2745	3092	2693	3172	3290	2370	2750	2952	3019
ENSMUSG00000083072	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000085387	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099502	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084791	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085405	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009207	824	828	721	767	719	758	671	544	701	677	621
ENSMUSG00000087205	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075279	1	1	4	2	1	0	1	2	0	0	0
ENSMUSG00000065237	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082973	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001815	4	7	6	7	4	7	11	5	1	5	2
ENSMUSG00000001819	1	3	0	0	2	0	1	0	1	0	0
ENSMUSG00000001823	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042499	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099521	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050368	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086077	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100209	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043342	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104570	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052371	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027102	1	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000079277	5	1	8	3	4	1	3	1	2	2	1
ENSMUSG00000101174	0	0	2	0	0	1	0	0	1	0	0
ENSMUSG00000065500	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100642	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075277	5	6	4	6	4	8	5	3	8	7	7
ENSMUSG00000085015	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000086559	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042448	5	3	1	4	1	0	2	0	1	1	3
ENSMUSG00000027099	687	659	606	609	540	632	679	483	680	645	670
ENSMUSG00000081156	1	0	1	0	1	1	2	2	0	0	2
ENSMUSG00000083837	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000084574	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087333	0	0	2	2	1	1	2	1	0	0	0
ENSMUSG00000100303	31	37	48	30	38	43	34	15	31	36	32
ENSMUSG00000086044	2	0	2	4	0	0	0	1	0	1	2
ENSMUSG00000081406	1	0	0	0	0	0	3	1	1	5	1
ENSMUSG00000075276	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115959	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102473	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087504	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086576	0	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000082152	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093242	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059005	2876	2763	2542	2600	2342	2744	2670	1936	2368	2554	2388
ENSMUSG00000015839	383	281	252	290	326	423	468	274	315	312	359
ENSMUSG00000089015	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087222	7	2	2	2	1	3	6	2	1	2	0
ENSMUSG00000087527	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086813	0	0	0	0	0	2	2	1	0	1	2
ENSMUSG00000081833	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082187	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000042410	863	797	765	769	773	831	772	591	759	754	774
ENSMUSG00000075273	251	233	197	207	196	235	202	159	160	179	194
ENSMUSG00000075272	3	2	1	0	3	1	0	1	0	0	2
ENSMUSG00000075271	96	79	75	77	56	77	93	56	65	86	61
ENSMUSG00000075270	74	99	94	86	82	90	78	63	67	82	60
ENSMUSG00000105164	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056436	0	0	1	1	1	1	0	0	0	1	0
ENSMUSG00000042369	311	305	284	268	278	312	304	284	267	267	276
ENSMUSG00000042359	1256	1261	1175	1112	1107	1207	1254	930	1068	1040	1023
ENSMUSG00000092825	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002731	331	308	257	303	247	305	304	237	296	300	295
ENSMUSG00000075267	1	1	1	2	1	1	4	2	1	2	1
ENSMUSG00000002732	41	54	39	35	55	35	62	36	54	46	48
ENSMUSG00000002733	569	542	514	481	579	614	601	394	519	510	473
ENSMUSG00000051747	35	35	38	45	37	38	29	21	42	24	30
ENSMUSG00000086354	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044033	301	356	316	321	339	387	361	299	350	320	316
ENSMUSG00000105724	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042272	1334	1267	1151	1175	1049	1264	1109	930	1094	1089	1088
ENSMUSG00000084087	2	1	1	1	1	2	2	1	2	2	2
ENSMUSG00000081611	2	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000085277	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082006	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027016	577	568	446	477	492	529	579	419	427	477	456
ENSMUSG00000085845	12	17	14	26	10	19	19	9	11	11	12
ENSMUSG00000087102	1	0	0	2	2	0	0	0	1	1	0
ENSMUSG00000087353	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000027014	268	289	257	265	206	261	227	216	243	254	260
ENSMUSG00000081719	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085431	0	0	0	0	0	0	1	0	1	1	1
ENSMUSG00000054510	0	0	0	0	0	2	1	0	0	2	0
ENSMUSG00000082701	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089462	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082046	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000084239	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084101	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027011	1213	1250	1081	1073	1113	1226	1245	947	1142	1209	1165
ENSMUSG00000102286	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000083950	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080984	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083691	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027009	214	255	201	201	244	241	208	160	183	209	200
ENSMUSG00000075256	63	62	67	55	32	59	52	51	48	45	49
ENSMUSG00000088915	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081284	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034701	660	727	565	643	526	694	777	518	568	572	693
ENSMUSG00000027007	942	915	827	928	1020	1106	1175	715	870	918	976
ENSMUSG00000034683	5	7	6	9	7	3	9	3	6	6	4
ENSMUSG00000059173	2484	2770	2561	2595	2352	2368	2382	1833	2249	2362	2208
ENSMUSG00000083519	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050114	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027006	1537	1671	1472	1483	1372	1495	1392	1084	1329	1406	1380
ENSMUSG00000085921	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027004	239	221	176	215	197	202	275	201	206	253	233
ENSMUSG00000082494	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027002	8288	8713	8039	7665	7623	8127	7957	5947	7088	7864	7188
ENSMUSG00000081487	5	1	4	3	4	2	3	4	0	4	0
ENSMUSG00000064669	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083284	14	23	15	18	13	17	29	16	14	20	20
ENSMUSG00000027001	213	184	167	169	179	193	188	129	176	168	167
ENSMUSG00000026999	72	82	60	71	79	72	86	63	72	64	75
ENSMUSG00000106252	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086436	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077404	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064193	0	0	1	0	0	0	1	2	0	2	1
ENSMUSG00000065141	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084107	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084297	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081566	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065261	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088194	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070866	377	426	378	334	370	413	404	273	311	382	284
ENSMUSG00000082666	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087061	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080979	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083804	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000081122	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075249	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102082	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000081400	1	0	0	0	2	0	0	1	1	0	3
ENSMUSG00000083291	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080925	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083389	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080949	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082460	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027091	1482	1502	1411	1374	1420	1433	1677	1136	1460	1432	1346
ENSMUSG00000085450	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027087	1372	1461	1258	1168	1399	1466	1423	1079	1232	1326	1296
ENSMUSG00000085335	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000081801	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048388	5725	6124	5209	5538	5332	6031	5623	4056	4826	5655	4935
ENSMUSG00000034552	0	0	1	1	0	0	0	1	1	0	2
ENSMUSG00000094125	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094336	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096729	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096484	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096337	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095824	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079247	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084359	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081980	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093115	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084198	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059588	112	135	109	93	103	102	107	78	89	97	101
ENSMUSG00000027082	76	81	66	72	70	85	72	55	59	56	75
ENSMUSG00000087362	2	1	2	1	2	4	0	4	4	1	5
ENSMUSG00000118570	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118521	4	7	5	3	4	4	4	4	10	3	4
ENSMUSG00000034101	172	193	171	143	202	229	225	186	220	187	205
ENSMUSG00000101645	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086598	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076437	221	145	186	195	195	205	198	126	174	168	172
ENSMUSG00000050043	1662	1630	1579	1601	1360	1460	1655	1171	1520	1468	1394
ENSMUSG00000027080	402	443	397	394	347	419	439	323	404	386	366
ENSMUSG00000034075	821	769	719	734	824	962	964	634	769	788	767
ENSMUSG00000077382	0	0	0	0	0	3	0	0	0	0	0
ENSMUSG00000099206	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027079	106	106	88	128	81	110	116	86	89	100	92
ENSMUSG00000034059	912	749	676	653	648	791	870	684	806	838	834
ENSMUSG00000065484	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097187	10	7	2	10	8	8	14	5	12	5	12
ENSMUSG00000023224	243	167	169	195	177	276	276	159	191	178	262
ENSMUSG00000027078	93	143	75	58	78	101	115	74	101	100	105
ENSMUSG00000027077	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027076	266	235	256	260	248	294	270	213	281	330	264
ENSMUSG00000027075	2	3	2	1	1	0	4	4	3	1	4
ENSMUSG00000050896	168	127	135	143	193	179	245	185	192	230	194
ENSMUSG00000092843	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027074	24	30	11	27	54	107	84	51	54	62	74
ENSMUSG00000027073	1	2	0	0	0	0	1	0	0	0	1
ENSMUSG00000027072	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027071	16	21	18	22	8	23	24	9	17	20	10
ENSMUSG00000027067	1515	1466	1351	1398	1399	1597	1684	1286	1463	1595	1477
ENSMUSG00000033955	800	826	696	734	822	889	946	718	760	820	813
ENSMUSG00000086969	0	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000044338	5	1	1	1	2	1	3	2	1	1	3
ENSMUSG00000082534	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085135	0	2	3	2	2	0	1	0	1	2	2
ENSMUSG00000075224	656	684	585	571	613	775	760	424	573	608	537
ENSMUSG00000086905	0	0	2	0	0	1	0	0	1	0	0
ENSMUSG00000085025	2	3	0	1	0	3	2	2	2	7	1
ENSMUSG00000081014	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075223	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000075222	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111597	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082712	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110978	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075221	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075220	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087973	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075219	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075218	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075217	3	3	7	5	6	8	5	4	9	5	4
ENSMUSG00000111179	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081047	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111454	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081955	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075215	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111566	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075214	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082577	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083358	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075212	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110810	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075211	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110855	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050603	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043226	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110879	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075210	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053287	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000059379	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111120	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033850	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075209	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081057	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083029	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043892	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075208	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046975	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082754	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057761	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064805	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050128	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111834	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000075206	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058884	0	0	0	0	0	0	0	0	0	1	0
