	ctrl1_Chap	ctrl1_noChap	ctrl2_Chap	ctrl2_noChap	ctrl3_Chap	ctrl3_noChap	pat1_Chap	pat1_noChap	pat2_Chap	pat2_noChap	pat3_Chap	pat3_noChap
ENSG00000241481	5	15	14	6	3	2	25	23	6	6	12	15
ENSG00000196912	15	16	15	12	10	11	42	26	5	11	14	31
ENSG00000135940	358	346	480	332	390	268	336	308	328	397	581	415
ENSG00000115073	547	443	683	483	652	472	606	469	421	391	625	524
ENSG00000228486	13	18	23	8	14	9	28	31	8	10	15	12
ENSG00000075568	901	875	1167	913	722	425	1130	1028	651	711	992	894
ENSG00000040933	350	344	429	324	305	217	494	486	285	301	383	389
ENSG00000183513	126	139	179	124	92	54	198	173	135	139	158	160
ENSG00000115446	292	303	423	336	252	156	378	341	302	328	425	396
ENSG00000241962	24	12	47	15	26	14	27	18	27	16	34	32
ENSG00000144182	31	20	34	19	18	21	36	25	33	46	53	35
ENSG00000158411	147	100	124	88	71	59	121	124	129	119	166	151
ENSG00000115514	253	193	347	242	201	125	260	204	217	188	364	248
ENSG00000158417	1177	1144	1414	1028	972	654	1293	1017	961	858	1429	1058
ENSG00000135945	375	426	476	360	249	199	618	535	307	318	476	467
ENSG00000144218	720	641	635	479	828	392	790	788	260	237	474	387
ENSG00000115526	134	135	136	103	81	71	144	122	119	74	192	125
ENSG00000115539	82	49	123	73	119	78	77	58	66	80	100	79
ENSG00000170485	365	429	599	511	474	413	551	646	267	387	617	491
ENSG00000230140	16	15	24	14	27	18	21	18	16	10	21	14
ENSG00000223947	61	65	98	71	78	58	85	107	51	64	88	77
ENSG00000071082	3892	4470	6348	3968	3343	2626	4203	4144	4089	4539	6877	5285
ENSG00000204634	176	258	215	154	42	43	433	416	397	322	385	315
ENSG00000158435	385	320	320	217	289	209	298	299	267	238	365	307
ENSG00000163162	406	491	663	562	381	304	651	691	411	421	651	635
ENSG00000196460	63	50	136	61	4	7	206	115	104	48	110	49
ENSG00000071054	2629	2525	4667	3248	2327	1612	4720	5016	3242	3103	4273	3948
ENSG00000115594	3456	6057	2920	2366	417	350	4047	6569	3020	5217	3902	8028
ENSG00000226925	50	56	26	14	5	3	54	78	23	49	29	74
ENSG00000115598	2	1	10	8	1	0	22	13	24	26	34	33
ENSG00000115602	1	6	38	43	30	21	383	877	25	52	408	314
ENSG00000115604	10	22	30	46	44	26	164	328	79	219	233	349
ENSG00000135953	67	44	52	45	51	39	54	55	59	44	72	87
ENSG00000170417	36	22	29	27	19	15	37	33	22	42	46	64
ENSG00000135972	210	153	245	114	137	88	212	185	173	169	212	193
ENSG00000231851	41	37	47	27	25	36	45	29	41	25	50	31
ENSG00000135966	453	404	490	436	335	215	433	429	248	235	389	326
ENSG00000272994	24	36	25	30	18	11	56	30	17	16	33	24
ENSG00000135974	211	197	244	244	173	142	247	306	251	256	314	359
ENSG00000115641	2109	1956	3234	2293	1796	1195	2295	2200	1478	1535	2042	2200
ENSG00000238273	10	46	17	24	7	7	45	29	18	16	18	41
ENSG00000071051	452	498	554	473	470	352	455	535	316	313	562	523
ENSG00000235522	66	84	83	56	33	43	74	72	44	54	62	60
ENSG00000115652	384	368	576	410	200	158	513	453	474	398	741	497
ENSG00000214199	34	15	15	45	37	9	47	36	36	32	28	47
ENSG00000135968	474	423	714	471	387	248	590	611	425	455	732	631
ENSG00000169756	831	778	1923	1407	1485	1141	1185	1147	830	834	1189	1147
ENSG00000153201	1094	1422	1359	1123	845	538	1403	1515	793	726	1134	952
ENSG00000163006	31	16	33	16	24	17	33	24	18	19	33	30
ENSG00000259863	59	71	40	40	24	14	19	34	13	16	15	11
ENSG00000172985	382	408	409	313	306	246	261	265	215	126	283	197
ENSG00000186522	1309	1176	1213	942	1053	683	1519	1318	821	731	1257	1052
ENSG00000198142	547	573	346	344	240	197	537	599	310	334	547	494
ENSG00000144061	82	109	88	50	65	48	117	93	91	98	130	89
ENSG00000175701	103	77	103	90	81	64	126	91	84	137	160	113
ENSG00000169679	200	80	168	52	65	29	167	33	108	6	114	14
ENSG00000153094	90	124	68	113	21	41	72	143	73	98	123	159
ENSG00000172965	458	348	452	439	596	295	422	447	329	286	364	364
ENSG00000227992	10	6	24	10	20	14	11	24	7	4	12	5
ENSG00000153107	157	119	141	120	113	70	173	141	81	95	106	98
ENSG00000153214	985	899	929	765	431	207	817	663	345	386	634	559
ENSG00000144152	204	223	349	265	75	65	83	115	59	52	84	74
ENSG00000144161	59	40	96	50	50	24	98	79	91	91	125	119
ENSG00000188177	104	86	101	96	81	56	117	104	113	94	147	115
ENSG00000169629	8	12	18	15	3	8	14	13	16	25	38	37
ENSG00000114999	677	485	878	621	523	483	887	594	598	445	799	602
ENSG00000125630	160	141	151	108	103	96	223	180	128	143	211	202
ENSG00000125611	123	126	191	125	125	71	151	153	146	152	208	168
ENSG00000237753	14	17	16	14	13	4	20	13	18	18	22	13
ENSG00000144136	865	1084	1354	996	566	482	1877	1283	1201	905	1404	1123
ENSG00000169607	136	59	145	45	63	17	152	27	139	9	96	6
ENSG00000115008	0	0	8	1	0	1	2	0	17	18	14	6
ENSG00000125538	22	30	48	39	71	40	11	32	195	149	85	75
ENSG00000125637	53	61	30	19	69	23	64	43	32	24	26	20
ENSG00000189223	16	15	189	171	11	13	50	61	213	207	7	13
ENSG00000125618	7	1	29	28	5	4	8	17	32	24	10	4
ENSG00000136682	69	66	91	75	63	33	99	97	45	72	94	88
ENSG00000146556	24	39	25	7	9	9	31	21	14	17	47	33
ENSG00000240356	12	13	85	42	63	50	32	33	31	21	37	31
ENSG00000144134	52	34	27	21	17	23	66	56	43	46	55	64
ENSG00000115084	608	590	925	669	650	488	734	640	501	495	818	863
ENSG00000115091	3201	2182	4301	3363	5117	3447	3352	2936	1756	1877	3016	2754
ENSG00000088205	734	778	959	636	668	449	898	925	519	556	866	670
ENSG00000236255	14	7	14	14	4	5	35	18	11	7	23	25
ENSG00000125633	322	259	533	384	431	250	653	547	323	319	503	506
ENSG00000125629	145	205	553	401	293	168	298	467	246	271	434	426
ENSG00000163064	5	2	495	437	22	15	291	418	344	302	613	575
ENSG00000115107	164	118	699	514	492	302	665	494	657	413	569	307
ENSG00000229867	20	19	69	62	76	28	83	64	68	45	60	48
ENSG00000186132	42	57	61	53	52	23	61	48	53	60	79	56
ENSG00000155368	452	305	464	297	412	253	442	293	404	373	537	459
ENSG00000144120	25	14	37	16	24	22	26	33	32	33	43	57
ENSG00000088179	134	111	153	128	117	60	183	191	134	130	151	132
ENSG00000115109	181	178	212	189	158	98	253	244	165	132	265	267
ENSG00000226479	323	302	459	287	320	196	433	409	252	272	382	340
ENSG00000144118	797	604	1089	655	489	331	781	542	693	613	925	747
ENSG00000163083	209	255	1008	788	1030	726	349	632	133	148	40	7
ENSG00000074047	336	343	276	258	362	274	349	352	258	218	575	495
ENSG00000074054	805	737	950	678	746	466	911	976	500	571	827	728
ENSG00000236859	73	80	113	55	41	49	92	78	64	59	135	87
ENSG00000155438	375	349	573	313	263	187	469	384	341	349	577	458
ENSG00000211460	861	634	1079	750	692	476	925	789	643	611	903	799
ENSG00000136732	579	547	553	433	168	141	314	335	512	540	653	646
ENSG00000136717	672	1074	687	652	596	472	766	826	941	911	1107	841
ENSG00000186684	47	92	37	12	118	112	42	64	27	30	38	34
ENSG00000163161	551	570	630	452	474	305	620	618	430	437	655	627
ENSG00000169967	691	768	913	779	504	366	867	1141	511	538	807	913
ENSG00000236682	17	15	2	2	4	0	3	7	1	2	32	28
ENSG00000163166	582	563	715	527	501	362	615	706	441	462	805	728
ENSG00000231731	35	37	40	47	28	31	45	37	28	35	57	41
ENSG00000169994	8	6	9	10	18	18	12	6	4	2	12	10
ENSG00000072163	905	804	921	755	2454	1980	505	443	661	493	1325	1120
ENSG00000144230	7	10	10	13	19	9	13	9	25	12	54	50
ENSG00000136709	594	506	618	489	488	335	688	720	431	480	742	662
ENSG00000173349	84	70	110	85	86	58	93	110	87	92	152	116
ENSG00000270081	62	66	84	63	59	43	84	77	90	83	99	87
ENSG00000144231	150	118	259	123	127	101	154	137	116	116	206	155
ENSG00000144233	589	804	730	572	462	355	614	773	423	436	624	544
ENSG00000136715	260	253	329	232	198	136	320	293	250	229	407	315
ENSG00000136731	1504	1302	2071	1730	1183	658	2713	2171	1107	1177	1578	1493
ENSG00000136720	514	720	304	308	245	209	397	667	322	462	368	458
ENSG00000152076	46	51	54	36	6	2	67	89	37	39	43	35
ENSG00000136699	823	597	851	622	684	403	943	904	603	649	722	731
ENSG00000152082	392	271	544	394	323	208	505	380	305	411	552	359
ENSG00000136710	197	194	234	147	198	113	244	209	198	231	308	289
ENSG00000136718	382	453	510	351	383	265	498	486	352	337	494	449
ENSG00000072135	249	194	305	215	285	193	297	254	213	199	320	289
ENSG00000136002	139	128	111	75	224	176	176	156	154	189	189	130
ENSG00000152102	2011	1880	2438	1853	1790	1255	2387	2659	1416	1374	2119	2070
ENSG00000115762	737	513	914	761	1337	901	797	722	554	514	801	696
ENSG00000173272	176	131	152	129	123	128	234	158	129	137	133	146
ENSG00000152117	91	109	187	133	108	79	154	148	117	139	174	188
ENSG00000163040	68	72	100	62	32	11	98	71	81	81	120	113
ENSG00000197927	16	24	38	22	64	22	39	28	21	26	25	30
ENSG00000213222	22	14	28	12	31	18	38	20	7	14	20	18
ENSG00000183840	27	31	20	22	15	3	19	12	25	15	11	3
ENSG00000176771	146	206	61	43	25	20	94	63	210	165	176	75
ENSG00000152127	705	524	650	500	732	394	423	420	398	300	560	469
ENSG00000082258	269	344	442	303	305	196	565	528	303	300	441	472
ENSG00000115839	958	763	1399	998	1182	743	1343	1124	993	936	1602	1399
ENSG00000121988	96	67	104	74	73	52	118	103	67	75	131	105
ENSG00000048991	399	319	459	315	324	207	404	325	277	237	362	300
ENSG00000144224	1636	1868	2201	1608	1173	780	2166	2208	1344	1550	2080	2026
ENSG00000076003	514	345	408	214	193	137	650	322	385	225	561	297
ENSG00000115866	1082	897	1576	1031	1157	786	1178	1247	882	1145	1294	1296
ENSG00000231890	149	26	70	155	156	31	147	166	101	163	32	155
ENSG00000150540	287	291	176	180	11	3	98	147	250	400	606	773
ENSG00000144228	222	184	272	199	209	127	245	250	170	196	310	397
ENSG00000121964	295	244	366	264	345	237	344	312	171	162	247	196
ENSG00000169554	1447	1241	1377	918	1463	949	1360	1212	941	960	1174	942
ENSG00000238057	27	16	6	7	21	6	14	16	14	20	9	17
ENSG00000121989	482	359	751	598	58	36	1162	821	367	564	779	736
ENSG00000223911	40	12	23	42	5	2	63	61	27	34	30	27
ENSG00000115947	223	216	274	212	169	122	252	249	202	236	285	276
ENSG00000204406	268	228	226	179	171	81	229	241	149	153	152	184
ENSG00000135999	464	424	424	332	332	200	418	472	260	297	360	323
ENSG00000150556	30	19	65	44	54	43	87	99	46	30	37	11
ENSG00000187123	181	120	104	70	36	35	120	133	37	19	101	84
ENSG00000168288	991	989	1243	843	758	508	814	835	816	768	1158	950
ENSG00000231969	153	17	17	120	97	6	114	128	96	103	15	113
ENSG00000115963	3988	3005	5041	2981	2414	1843	2792	2500	2121	2716	3025	3064
ENSG00000184898	190	135	209	161	59	70	210	189	212	229	313	273
ENSG00000123609	148	172	230	178	93	81	210	168	199	271	380	371
ENSG00000123610	64	78	241	203	13	7	202	219	394	739	1009	1173
ENSG00000080345	821	720	823	529	565	381	1018	806	487	532	687	598
ENSG00000162980	422	378	570	428	380	224	490	452	333	364	447	462
ENSG00000182389	15	9	65	54	235	96	75	69	113	140	413	426
ENSG00000115145	483	394	725	432	638	390	682	612	465	522	772	716
ENSG00000157827	114	110	325	277	267	230	462	442	380	335	442	351
ENSG00000196504	1097	987	1448	949	851	580	1368	1276	891	890	1408	1177
ENSG00000177917	174	175	217	182	141	105	289	228	194	161	240	182
ENSG00000177519	0	0	0	1	18	18	1	2	0	0	2	0
ENSG00000144278	0	0	1	3	1	1	5	0	197	269	316	318
ENSG00000162989	59	55	0	0	0	1	3	4	0	0	3	4
ENSG00000153234	1551	1211	1418	976	145	213	1310	1004	1780	1503	1899	1369
ENSG00000115159	324	207	298	189	197	105	414	339	283	239	347	291
ENSG00000136542	381	310	1128	691	646	374	2010	1178	1062	597	723	456
ENSG00000115170	658	810	1192	963	676	518	1059	1189	696	716	798	896
ENSG00000153237	14	7	7	4	4	4	7	11	18	11	28	29
ENSG00000144283	624	545	778	555	956	639	683	546	811	653	1367	949
ENSG00000204380	24	22	31	25	46	49	32	23	32	31	62	41
ENSG00000115183	410	492	971	795	764	472	590	615	351	336	436	380
ENSG00000196151	153	116	106	87	74	63	118	137	98	135	166	164
ENSG00000123636	276	325	272	195	160	79	347	336	176	208	270	248
ENSG00000224152	23	19	22	13	13	5	24	21	16	15	17	20
ENSG00000136536	1486	1478	1756	1163	974	734	1571	1742	1058	1161	1731	1520
ENSG00000241399	415	576	395	372	89	75	541	586	284	361	577	586
ENSG00000054219	22	26	10	6	2	4	36	33	1	3	14	7
ENSG00000153246	627	771	418	298	85	62	477	488	232	211	478	474
ENSG00000153250	1876	2213	2329	1769	814	580	3305	4045	1666	1872	2245	2267
ENSG00000136560	604	583	787	537	337	245	709	746	544	607	755	711
ENSG00000115233	495	448	716	478	477	315	524	440	423	412	680	555
ENSG00000197635	872	793	1923	1483	32	27	685	530	1121	954	565	387
ENSG00000230918	30	19	42	48	1	0	21	23	35	23	16	7
ENSG00000236841	295	525	1095	458	174	196	590	543	250	307	516	378
ENSG00000078098	1685	2320	4267	2872	1033	890	3529	3239	1377	1785	1935	2320
ENSG00000115267	94	72	55	49	27	23	64	79	68	66	91	87
ENSG00000115271	25	17	14	13	5	8	29	23	7	6	24	17
ENSG00000182263	26	20	35	29	3	3	51	38	0	3	3	5
ENSG00000082438	263	228	213	137	324	309	71	81	223	182	427	427
ENSG00000123607	185	218	226	158	162	99	280	304	153	201	279	240
ENSG00000169432	78	54	33	59	21	17	6	3	159	158	309	261
ENSG00000198648	317	278	375	260	346	221	351	280	275	287	468	388
ENSG00000172292	321	307	308	313	321	154	323	383	195	238	292	264
ENSG00000227617	160	181	183	150	130	80	155	211	99	129	195	164
ENSG00000163093	53	63	88	77	27	23	88	108	88	73	102	99
ENSG00000138399	130	127	151	120	120	95	193	155	131	121	182	186
ENSG00000138398	691	669	728	550	474	363	724	620	533	529	782	690
ENSG00000154479	10	18	30	3	0	6	5	13	6	4	8	11
ENSG00000144362	19	17	15	8	8	5	22	12	5	9	5	10
ENSG00000213160	41	46	6	10	89	73	15	22	4	5	26	26
ENSG00000138385	1270	1266	1477	985	1163	964	1311	1211	1103	1060	1708	1386
ENSG00000138382	373	483	606	328	390	379	342	347	368	352	650	431
ENSG00000144357	482	530	629	472	488	313	667	587	330	286	422	379
ENSG00000239467	1	5	34	20	10	3	32	28	14	23	72	45
ENSG00000204334	1	7	20	25	5	2	28	29	25	43	60	71
ENSG00000115806	1501	1354	1988	1478	1401	804	1527	1631	1184	1238	1754	1563
ENSG00000198586	600	518	708	469	609	408	524	481	408	404	565	479
ENSG00000123600	143	128	197	127	85	69	216	153	127	139	194	179
ENSG00000115827	164	112	142	108	172	99	233	161	165	181	223	217
ENSG00000071967	5830	6883	6341	5303	1678	1383	6296	7501	6060	6043	7524	7702
ENSG00000077380	736	685	993	605	730	542	786	631	606	524	975	648
ENSG00000115840	286	252	304	234	199	130	239	243	182	178	288	256
ENSG00000128708	453	372	511	378	319	243	438	418	355	328	506	355
ENSG00000172878	80	106	122	111	88	77	192	187	94	111	137	133
ENSG00000144355	9	23	90	131	96	151	136	224	39	19	20	9
ENSG00000115844	200	231	306	481	108	150	249	700	87	83	110	29
ENSG00000091409	311	146	206	132	102	68	158	83	84	57	101	74
ENSG00000225205	39	7	30	29	34	13	34	31	9	11	16	15
ENSG00000152256	560	389	830	534	662	400	631	625	180	374	269	394
ENSG00000091436	1941	1715	1297	1117	1157	789	1435	1520	851	1063	889	1108
ENSG00000238133	89	83	56	42	55	26	50	65	30	47	50	45
ENSG00000144354	99	51	37	16	15	8	118	26	48	7	26	4
ENSG00000172845	1003	864	1020	773	686	462	1040	947	714	773	940	820
ENSG00000138430	609	496	838	633	619	415	568	478	543	498	732	542
ENSG00000231453	13	27	129	123	0	1	11	10	14	7	13	15
ENSG00000217236	3	6	84	108	0	1	1	1	4	6	2	4
ENSG00000268241	0	0	35	24	0	0	0	0	1	2	2	2
ENSG00000138433	361	397	505	320	271	193	377	368	363	418	502	433
ENSG00000144306	175	158	261	208	146	91	251	220	189	205	241	250
ENSG00000163328	70	68	148	108	204	137	81	79	47	69	65	95
ENSG00000115935	856	726	1403	1047	964	652	1578	1369	1079	871	1271	1116
ENSG00000237798	30	18	23	54	57	17	63	65	36	41	20	41
ENSG00000235655	1	30	8	0	6	35	2	3	3	8	35	5
ENSG00000128656	1506	1112	1389	1148	66	64	312	361	168	240	170	182
ENSG00000115966	381	394	536	411	377	242	603	503	342	355	513	539
ENSG00000229750	27	3	4	20	23	3	21	24	13	18	5	13
ENSG00000154518	951	737	1125	737	784	473	900	737	839	795	1155	964
ENSG00000144320	716	627	993	752	683	401	791	747	427	523	646	681
ENSG00000128714	62	70	0	0	0	0	2	4	0	0	1	0
ENSG00000128713	58	40	1	0	0	0	54	54	1	0	2	0
ENSG00000128710	172	182	0	1	0	0	243	255	1	0	1	3
ENSG00000237380	17	12	15	10	1	0	23	34	19	13	21	19
ENSG00000128709	94	109	85	70	0	0	199	204	84	66	100	88
ENSG00000175879	29	43	285	229	12	10	226	212	234	236	364	279
ENSG00000128652	4	4	66	67	0	0	121	135	66	55	102	128
ENSG00000224189	2	1	76	50	3	1	140	112	31	24	75	50
ENSG00000128654	228	193	423	279	204	153	341	294	288	309	485	427
ENSG00000163364	21	17	258	176	10	7	190	159	184	179	227	191
ENSG00000170144	963	885	996	791	597	471	1484	1314	696	632	1089	1000
ENSG00000116044	1796	1794	2299	1883	1071	1011	1861	2345	2041	2342	2897	2802
ENSG00000222043	62	10	13	60	39	5	50	61	35	75	9	65
ENSG00000213963	6	12	22	19	9	5	27	42	12	21	23	24
ENSG00000018510	466	391	668	518	507	341	660	588	506	452	766	702
ENSG00000196659	40	30	38	22	30	19	25	31	27	50	36	45
ENSG00000197557	85	53	123	74	68	39	113	102	95	109	125	129
ENSG00000128655	0	0	24	32	0	4	2	3	16	35	26	43
ENSG00000155636	99	104	120	93	69	65	115	84	77	73	129	117
ENSG00000079156	39	28	174	111	119	88	149	105	120	78	158	116
ENSG00000223960	26	36	51	55	21	38	59	61	36	55	42	54
ENSG00000180228	160	127	221	180	249	147	259	237	199	215	188	189
ENSG00000204311	19	24	27	29	16	8	60	62	17	31	47	36
ENSG00000079150	396	389	290	229	209	114	365	330	209	284	256	292
ENSG00000116095	195	224	311	226	263	186	229	283	187	220	313	299
ENSG00000237298	58	92	117	82	59	50	150	129	47	84	99	100
ENSG00000155657	140	186	243	144	112	106	338	285	139	169	213	218
ENSG00000270277	9	19	16	7	9	6	9	18	14	8	15	21
ENSG00000187231	382	386	643	467	387	332	673	685	525	546	805	757
ENSG00000163510	304	238	303	213	191	106	341	266	288	293	445	350
ENSG00000170035	591	541	789	483	385	227	693	632	479	490	632	488
ENSG00000115232	739	610	685	480	702	430	1479	871	454	277	632	363
ENSG00000188452	198	200	229	132	183	120	474	258	183	112	247	146
ENSG00000138434	1322	1207	803	637	1075	694	869	767	647	553	792	700
ENSG00000115252	43	61	84	66	0	3	58	72	163	280	160	232
ENSG00000077232	1331	1265	1801	1518	1191	850	2114	1890	1475	1587	2242	2065
ENSG00000061676	2498	2207	3072	2500	2961	2143	2756	2618	1824	1840	2485	2370
ENSG00000162999	12	16	14	20	25	14	15	12	29	22	26	30
ENSG00000163002	96	53	77	56	53	35	92	57	71	43	89	85
ENSG00000170396	83	77	3	2	2	3	9	8	9	12	6	5
ENSG00000065548	730	804	848	650	547	391	810	812	606	636	974	724
ENSG00000268846	69	66	66	64	36	30	70	64	53	53	76	49
ENSG00000138448	4497	3784	5555	4803	5116	3123	4172	3522	2461	2474	3351	3256
ENSG00000227227	126	82	111	123	137	78	104	79	49	50	55	63
ENSG00000144369	508	530	235	248	140	116	238	303	181	281	224	224
ENSG00000224063	64	28	12	28	58	16	34	23	41	50	22	35
ENSG00000064989	10	12	21	35	19	16	11	19	11	11	14	19
ENSG00000003436	844	914	580	391	588	424	397	303	560	392	760	535
ENSG00000144366	246	260	79	70	59	53	191	232	181	298	331	422
ENSG00000174325	0	2	25	30	0	0	9	16	10	43	2	6
ENSG00000168542	65537	84972	244992	245816	83215	60641	289837	358777	154104	252454	191307	219985
ENSG00000204262	16938	19434	31391	26487	30964	20480	31742	33543	15502	23782	20018	23278
ENSG00000115368	300	227	344	202	224	133	377	324	310	346	490	408
ENSG00000138449	22	41	65	81	4	7	32	66	177	226	331	486
ENSG00000138381	501	502	728	536	478	319	678	633	507	556	871	765
ENSG00000151687	31	20	27	24	18	8	39	38	18	15	32	29
ENSG00000128694	34	37	48	31	29	30	58	44	47	48	67	52
ENSG00000128699	461	553	731	551	387	342	996	875	409	594	694	683
ENSG00000064933	172	190	213	222	163	101	362	313	206	223	320	310
ENSG00000187699	6	10	12	14	5	4	34	16	24	22	31	14
ENSG00000138379	2	3	9	11	7	9	199	157	0	5	10	10
ENSG00000198130	155	136	187	116	99	76	186	172	163	160	205	164
ENSG00000151689	152	161	253	173	137	115	240	190	257	219	337	243
ENSG00000151690	229	281	195	135	153	100	126	149	190	173	122	124
ENSG00000189362	79	106	93	85	39	34	89	102	63	64	73	104
ENSG00000138386	348	336	555	399	301	202	553	526	385	388	650	581
ENSG00000228509	26	28	46	35	31	11	34	44	19	25	67	49
ENSG00000235852	180	85	118	230	202	82	217	216	112	154	139	251
ENSG00000115419	2718	2865	4699	4471	3636	2923	4628	5026	3059	3829	5881	6671
ENSG00000115415	4840	5006	7410	5027	9287	6450	6541	7260	5766	5788	6845	6032
ENSG00000231858	0	0	2	3	20	15	10	7	8	8	31	5
ENSG00000138378	18	17	37	33	171	106	62	67	92	93	219	128
ENSG00000128641	2896	2289	5657	3536	2708	1942	4681	4010	4675	3593	7567	4551
ENSG00000173559	321	416	805	612	248	167	887	1180	578	1496	825	1608
ENSG00000168497	112	97	320	195	20	9	90	47	348	240	1033	711
ENSG00000233766	14	5	24	25	1	1	8	4	52	18	91	62
ENSG00000196950	360	369	399	344	277	160	569	705	328	463	523	624
ENSG00000118997	22	15	11	4	2	7	23	29	20	20	23	24
ENSG00000081320	758	1044	417	380	619	489	418	634	312	391	379	433
ENSG00000138411	94	116	110	63	393	199	241	298	301	258	174	112
ENSG00000144395	16	17	23	13	25	18	49	15	20	8	23	11
ENSG00000119041	342	269	412	247	303	186	429	323	252	266	445	373
ENSG00000197121	218	271	248	214	150	88	353	312	155	159	216	219
ENSG00000065413	27	29	81	57	26	32	63	44	43	28	67	72
ENSG00000115524	3600	4646	4851	3552	3208	2326	6400	6400	2912	3159	4585	4407
ENSG00000115520	633	813	761	622	583	390	556	687	486	547	772	618
ENSG00000144381	1305	1189	1589	1090	1041	798	1691	1386	1466	1427	2049	1422
ENSG00000115541	104	44	61	119	93	43	136	123	155	130	77	184
ENSG00000115540	263	225	330	223	240	174	312	309	191	189	291	316
ENSG00000162944	54	55	54	47	19	15	75	99	64	61	79	88
ENSG00000247626	30	33	28	15	31	20	17	29	21	21	40	31
ENSG00000115896	61	65	76	60	9	6	54	69	91	152	73	134
